theta,d_theta,-3.0,0.0,3.0
-2.0766,8.4581,-918.2946115675604,-913.4909450412632,-917.070620163985
-2.0766,10.8747,-841.5414014311618,-828.9430801857619,-813.0752324736094
-2.0766,13.2914,-711.798649903815,-685.0993329019223,-691.91536669198
-2.0766,15.708,-614.62576392803,-617.7977253056237,-621.0555409310758
-2.0766,18.1246,-566.3444432644027,-565.419061526822,-565.3556382318424
-2.0766,20.5412,-468.71639471390006,-462.4400397334565,-464.35551611352264
-2.0766,22.9578,-213.19556986161774,-197.1812012937523,-182.65913873703505
-2.0766,25.3744,-9.939595876904548,0.0,0.0
-2.0766,27.791,0.0,0.0,0.0
-2.0766,30.2076,0.0,0.0,0.0
-2.0766,32.6242,0.0,0.0,0.0
-2.0766,35.0408,0.0,0.0,0.0
-2.0766,37.4575,0.0,0.0,0.0
-2.0766,39.8741,0.0,0.0,0.0
-2.0766,42.2907,0.0,0.0,0.0
-2.0766,44.7073,0.0,0.0,0.0
-2.0766,47.1239,0.0,0.0,0.0
-1.9702,-47.1239,0.0,0.0,0.0
-1.9702,-44.7073,0.0,0.0,0.0
-1.9702,-42.2907,0.0,0.0,0.0
-1.9702,-39.8741,0.0,0.0,0.0
-1.9702,-37.4575,0.0,0.0,0.0
-1.9702,-35.0408,0.0,0.0,0.0
-1.9702,-32.6242,0.0,0.0,0.0
-1.9702,-30.2076,0.0,0.0,0.0
-1.9702,-27.791,0.0,0.0,0.0
-1.9702,-25.3744,0.0,0.0,0.0
-1.9702,-22.9578,-8.021967739276954,-8.53437571521901,-9.607149326643231
-1.9702,-20.5412,-910.256136621944,-946.9663503982948,-954.2545302964672
-1.9702,-18.1246,-1254.5515375651673,-1258.4255653535467,-1261.8053808400414
-1.9702,-15.708,-1339.6189369226129,-1334.753475344944,-1340.3585257632478
-1.9702,-13.2914,-1353.270539082641,-1353.3499771142572,-1354.5607876914473
-1.9702,-10.8747,-1338.2570975643284,-1335.915667180647,-1337.8744722035967
-1.9702,-8.4581,-1322.2877998929603,-1320.450041603227,-1320.656215521746
-1.9702,-6.0415,-1286.2920055189275,-1285.6712890142503,-1289.0194006768754
-1.9702,-3.6249,-1247.846866707495,-1247.0489038358483,-1243.9930051255462
-1.9702,-1.2083,-1205.146779440581,-1194.6361474449795,-1201.329793451421
-1.9702,1.2083,-1175.32620956135,-1154.803346736262,-1166.017642862948
-1.9702,3.6249,-1111.2880563428748,-1090.9760264604358,-1106.849869722328
-1.9702,6.0415,-1010.618828128193,-983.867902712074,-972.6534099291267
-1.9702,8.4581,-880.0437504176738,-876.7616938064111,-868.9020648764106
-1.9702,10.8747,-753.2405948042841,-738.0246998809189,-736.6622049894423
-1.9702,13.2914,-647.055865840821,-636.1045016377186,-635.6804756203738
-1.9702,15.708,-569.126261678253,-567.0830305764056,-561.2438088653745
-1.9702,18.1246,-510.6734146685095,-507.6899966251332,-506.3127343636294
-1.9702,20.5412,-398.37207960356795,-400.56382606236565,-363.7905096523936
-1.9702,22.9578,-103.48691546925315,-93.11197636359474,-78.15874849852004
-1.9702,25.3744,0.0,0.0,0.0
-1.9702,27.791,0.0,0.0,0.0
-1.9702,30.2076,0.0,0.0,0.0
-1.9702,32.6242,0.0,0.0,0.0
-1.9702,35.0408,0.0,0.0,0.0
-1.9702,37.4575,0.0,0.0,0.0
-1.9702,39.8741,0.0,0.0,0.0
-1.9702,42.2907,0.0,0.0,0.0
-1.9702,44.7073,0.0,0.0,0.0
-1.9702,47.1239,0.0,0.0,0.0
-1.8637,-47.1239,0.0,0.0,0.0
-1.8637,-44.7073,0.0,0.0,0.0
-1.8637,-42.2907,0.0,0.0,0.0
-1.8637,-39.8741,0.0,0.0,0.0
-1.8637,-37.4575,0.0,0.0,0.0
-1.8637,-35.0408,0.0,0.0,0.0
-1.8637,-32.6242,0.0,0.0,0.0
-1.8637,-30.2076,0.0,0.0,0.0
-1.8637,-27.791,0.0,0.0,0.0
-1.8637,-25.3744,0.0,0.0,0.0
-1.8637,-22.9578,-7.430261738927266,-6.736083977297153,0.0
-1.8637,-20.5412,-812.3058989003454,-807.4120730914769,-802.6380822790243
-1.8637,-18.1246,-1197.5679421477369,-1193.7989346622733,-1190.7193978838482
-1.8637,-15.708,-1283.5488711359233,-1281.2895902235261,-1290.1388568266962
-1.8637,-13.2914,-1338.1561469994974,-1338.0594409605662,-1337.9804445891682
-1.8637,-10.8747,-1334.6791409488394,-1334.7067395063648,-1335.0018187082721
-1.8637,-8.4581,-1315.479616738019,-1314.036550869848,-1314.708257549269
-1.8637,-6.0415,-1286.9608413527083,-1280.852924315401,-1283.142530832935
-1.8637,-3.6249,-1233.0354307884875,-1229.8199329977604,-1230.7591459729476
-1.8637,-1.2083,-1184.7984326093242,-1187.1801183484354,-1189.1700521499351
-1.8637,1.2083,-1152.915748590108,-1140.7593802754473,-1132.7773093115763
-1.8637,3.6249,-1080.0002291295136,-1058.4884309993163,-1079.1619689597344
-1.8637,6.0415,-947.0708495316429,-946.7866516000361,-934.3305708547259
-1.8637,8.4581,-827.2414722678731,-825.499323756474,-789.3420108596523
-1.8637,10.8747,-725.5293661280731,-684.5595557226807,-707.5491239852952
-1.8637,13.2914,-565.7983056648803,-569.1205558506333,-562.8421058830447
-1.8637,15.708,-515.3152477300383,-517.9633038686092,-509.6844201993617
-1.8637,18.1246,-453.1163694616625,-448.2753282513639,-453.87845989089953
-1.8637,20.5412,-288.4887138599031,-292.3185492599674,-283.6209305738325
-1.8637,22.9578,-75.20732520673525,-63.26967932786004,-53.59161765669844
-1.8637,25.3744,0.0,0.0,0.0
-1.8637,27.791,0.0,0.0,0.0
-1.8637,30.2076,0.0,0.0,0.0
-1.8637,32.6242,0.0,0.0,0.0
-1.8637,35.0408,0.0,0.0,0.0
-1.8637,37.4575,0.0,0.0,0.0
-1.8637,39.8741,0.0,0.0,0.0
-1.8637,42.2907,0.0,0.0,0.0
-1.8637,44.7073,0.0,0.0,0.0
-1.8637,47.1239,0.0,0.0,0.0
-1.7572,-47.1239,0.0,0.0,0.0
-1.7572,-44.7073,0.0,0.0,0.0
-1.7572,-42.2907,0.0,0.0,0.0
-1.7572,-39.8741,0.0,0.0,0.0
-1.7572,-37.4575,0.0,0.0,0.0
-1.7572,-35.0408,0.0,0.0,0.0
-1.7572,-32.6242,0.0,0.0,0.0
-1.7572,-30.2076,0.0,0.0,0.0
-1.7572,-27.791,0.0,0.0,0.0
-1.7572,-25.3744,0.0,0.0,0.0
-1.7572,-22.9578,0.0,-6.35347972380298,0.0
-1.7572,-20.5412,-257.4822825994687,-299.344283425431,-275.9990353423178
-1.7572,-18.1246,-1075.541963157707,-1084.281945495801,-1088.8162761108797
-1.7572,-15.708,-1225.5636055618124,-1217.5371363360305,-1219.2974931955125
-1.7572,-13.2914,-1296.506742521352,-1303.8086979864684,-1306.941214995707
-1.7572,-10.8747,-1316.8995709447724,-1316.0044470807152,-1316.7453799719094
-1.7572,-8.4581,-1301.1199335955225,-1300.9577131149408,-1302.398719274831
-1.7572,-6.0415,-1274.6268511736932,-1273.333872279786,-1273.5301258134155
-1.7572,-3.6249,-1229.3675746032943,-1221.6625115847964,-1219.7974293590662
-1.7572,-1.2083,-1164.5415387604942,-1163.5501583575087,-1165.5403765644537
-1.7572,1.2083,-1106.8436431084583,-1097.0305680150125,-1102.6632889169182
-1.7572,3.6249,-1001.5053426573415,-1000.6403973950407,-986.8933038734268
-1.7572,6.0415,-897.612694430253,-896.0337759144713,-903.8967256236418
-1.7572,8.4581,-755.97580814009,-755.8375694126512,-706.2166513307618
-1.7572,10.8747,-609.2339923106518,-603.8785935985569,-595.7434272753246
-1.7572,13.2914,-513.0759276737076,-508.5938308604262,-519.4999235418738
-1.7572,15.708,-454.0774352098418,-449.01649633028086,-453.41140729854897
-1.7572,18.1246,-386.0154340109877,-385.12017602357287,-382.18276404695297
-1.7572,20.5412,-230.46938776229493,-245.05674617360415,-222.97480305664482
-1.7572,22.9578,-25.826029503693334,-20.955855141742212,-14.396036404373302
-1.7572,25.3744,0.0,0.0,0.0
-1.7572,27.791,0.0,0.0,0.0
-1.7572,30.2076,0.0,0.0,0.0
-1.7572,32.6242,0.0,0.0,0.0
-1.7572,35.0408,0.0,0.0,0.0
-1.7572,37.4575,0.0,0.0,0.0
-1.7572,39.8741,0.0,0.0,0.0
-1.7572,42.2907,0.0,0.0,0.0
-1.7572,44.7073,0.0,0.0,0.0
-1.7572,47.1239,0.0,0.0,0.0
-1.6507,-47.1239,0.0,0.0,0.0
-1.6507,-44.7073,0.0,0.0,0.0
-1.6507,-42.2907,0.0,0.0,0.0
-1.6507,-39.8741,0.0,0.0,0.0
-1.6507,-37.4575,0.0,0.0,0.0
-1.6507,-35.0408,0.0,0.0,0.0
-1.6507,-32.6242,0.0,0.0,0.0
-1.6507,-30.2076,0.0,0.0,0.0
-1.6507,-27.791,0.0,0.0,0.0
-1.6507,-25.3744,0.0,0.0,0.0
-1.6507,-22.9578,0.0,0.0,0.0
-1.6507,-20.5412,-35.22060579685525,-53.25395376540968,-37.389764134439844
-1.6507,-18.1246,-960.8785971541282,-940.2448767654731,-944.0203768294331
-1.6507,-15.708,-1149.9072942503494,-1140.6060451213564,-1153.5591853002506
-1.6507,-13.2914,-1230.849744184647,-1242.71582331519,-1252.330426522083
-1.6507,-10.8747,-1282.5108539062494,-1281.622200463461,-1284.5447851557228
-1.6507,-8.4581,-1277.7268467645556,-1274.4350687701194,-1274.5849127951444
-1.6507,-6.0415,-1244.26562963287,-1242.534453410446,-1245.508650867765
-1.6507,-3.6249,-1203.0850307016722,-1204.159936761658,-1204.053032031262
-1.6507,-1.2083,-1147.2805389863975,-1152.1453376214672,-1148.3168544594018
-1.6507,1.2083,-1074.6163534847747,-1069.1043484232096,-1074.8246423138658
-1.6507,3.6249,-977.284076613463,-960.4391136781735,-949.5769191468456
-1.6507,6.0415,-837.7562349635339,-845.943153363875,-823.713946772795
-1.6507,8.4581,-668.9922706289829,-660.6390453262175,-653.0075207050305
-1.6507,10.8747,-566.9140503437362,-529.4335311259689,-534.4949577466571
-1.6507,13.2914,-466.7652550851802,-472.4608183214658,-454.06332540245927
-1.6507,15.708,-396.9743827001026,-396.17700496521036,-396.52686196568817
-1.6507,18.1246,-338.8405893357465,-335.6493273062634,-333.8071535777829
-1.6507,20.5412,-170.7143876847502,-142.30263361875294,-147.57815374773568
-1.6507,22.9578,-7.897494509534638,-7.430988036731039,0.0
-1.6507,25.3744,0.0,0.0,0.0
-1.6507,27.791,0.0,0.0,0.0
-1.6507,30.2076,0.0,0.0,0.0
-1.6507,32.6242,0.0,0.0,0.0
-1.6507,35.0408,0.0,0.0,0.0
-1.6507,37.4575,0.0,0.0,0.0
-1.6507,39.8741,0.0,0.0,0.0
-1.6507,42.2907,0.0,0.0,0.0
-1.6507,44.7073,0.0,0.0,0.0
-1.6507,47.1239,0.0,0.0,0.0
-1.5442,-47.1239,0.0,0.0,0.0
-1.5442,-44.7073,0.0,0.0,0.0
-1.5442,-42.2907,0.0,0.0,0.0
-1.5442,-39.8741,0.0,0.0,0.0
-1.5442,-37.4575,0.0,0.0,0.0
-1.5442,-35.0408,0.0,0.0,0.0
-1.5442,-32.6242,0.0,0.0,0.0
-1.5442,-30.2076,0.0,0.0,0.0
-1.5442,-27.791,0.0,0.0,0.0
-1.5442,-25.3744,0.0,0.0,0.0
-1.5442,-22.9578,0.0,0.0,0.0
-1.5442,-20.5412,-6.8560740826586315,-11.029547556463667,-13.109790211339677
-1.5442,-18.1246,-760.7695636887057,-774.3643009185896,-756.6995910868393
-1.5442,-15.708,-1070.2126214844714,-1067.1153526610094,-1065.5032432452551
-1.5442,-13.2914,-1181.6225696946874,-1173.8054919654203,-1178.7380968256477
-1.5442,-10.8747,-1216.9439105072672,-1224.3434007377457,-1223.773811845682
-1.5442,-8.4581,-1237.8721534579704,-1241.4917173166796,-1240.580607933396
-1.5442,-6.0415,-1208.481975551412,-1211.0061025294087,-1206.0351937602918
-1.5442,-3.6249,-1168.5585748057156,-1168.6907119259795,-1171.2523736879289
-1.5442,-1.2083,-1123.863845514076,-1116.2026045158807,-1120.181745502596
-1.5442,1.2083,-1061.8583884772052,-1055.0915624775184,-1052.041950163384
-1.5442,3.6249,-945.6075803267781,-935.4450590993026,-935.3167225462089
-1.5442,6.0415,-751.1355887315378,-756.9901143897562,-706.7782123659549
-1.5442,8.4581,-613.6256296911306,-610.7030306746664,-565.9749776966247
-1.5442,10.8747,-476.1827118349509,-465.8931727429757,-465.8523494287374
-1.5442,13.2914,-410.20582081998936,-412.78944584316815,-398.4949050812743
-1.5442,15.708,-348.7830632127924,-341.71475515875306,-347.001386795658
-1.5442,18.1246,-271.48690507444866,-239.78711091079506,-264.46999052005856
-1.5442,20.5412,-81.56507304191649,-84.76367001280559,-68.75214356019855
-1.5442,22.9578,0.0,0.0,0.0
-1.5442,25.3744,0.0,0.0,0.0
-1.5442,27.791,0.0,0.0,0.0
-1.5442,30.2076,0.0,0.0,0.0
-1.5442,32.6242,0.0,0.0,0.0
-1.5442,35.0408,0.0,0.0,0.0
-1.5442,37.4575,0.0,0.0,0.0
-1.5442,39.8741,0.0,0.0,0.0
-1.5442,42.2907,0.0,0.0,0.0
-1.5442,44.7073,0.0,0.0,0.0
-1.5442,47.1239,0.0,0.0,0.0
-1.4377,-47.1239,0.0,0.0,0.0
-1.4377,-44.7073,0.0,0.0,0.0
-1.4377,-42.2907,0.0,0.0,0.0
-1.4377,-39.8741,0.0,0.0,0.0
-1.4377,-37.4575,0.0,0.0,0.0
-1.4377,-35.0408,0.0,0.0,0.0
-1.4377,-32.6242,0.0,0.0,0.0
-1.4377,-30.2076,0.0,0.0,0.0
-1.4377,-27.791,0.0,0.0,0.0
-1.4377,-25.3744,0.0,0.0,0.0
-1.4377,-22.9578,0.0,0.0,0.0
-1.4377,-20.5412,0.0,-4.947097245772227,0.0
-1.4377,-18.1246,-374.49378996672726,-363.2985551902872,-373.5205692067476
-1.4377,-15.708,-963.4514326608823,-964.9712226981939,-960.9075564431078
-1.4377,-13.2914,-1078.135714748374,-1074.4557663686082,-1075.6335986605964
-1.4377,-10.8747,-1150.5495391184704,-1150.5579133782055,-1149.1848232397815
-1.4377,-8.4581,-1179.4282301111023,-1177.2832804712702,-1181.2210447477858
-1.4377,-6.0415,-1163.022612314875,-1165.4743268805435,-1162.8334022039053
-1.4377,-3.6249,-1121.064037930823,-1118.9447327670118,-1118.2440528259174
-1.4377,-1.2083,-1068.019821421631,-1058.8037090507132,-1062.3827493384356
-1.4377,1.2083,-994.2627257548164,-988.6166570312228,-968.2927942941959
-1.4377,3.6249,-873.9297925073754,-865.6472787134383,-857.2703494331781
-1.4377,6.0415,-676.296722559463,-658.2213166254343,-618.8820027111176
-1.4377,8.4581,-511.135601931349,-520.2990437949296,-506.17939134635935
-1.4377,10.8747,-409.3939574038122,-399.0371236085995,-404.8246105850952
-1.4377,13.2914,-349.82950441565424,-351.6240840468373,-339.0705143838988
-1.4377,15.708,-304.36128640919515,-296.79696116699995,-296.53416824460464
-1.4377,18.1246,-197.1014449879116,-194.4973780981864,-187.1789129134042
-1.4377,20.5412,-52.134458831470106,-61.02691141253506,-47.603154747282616
-1.4377,22.9578,0.0,0.0,0.0
-1.4377,25.3744,0.0,0.0,0.0
-1.4377,27.791,0.0,0.0,0.0
-1.4377,30.2076,0.0,0.0,0.0
-1.4377,32.6242,0.0,0.0,0.0
-1.4377,35.0408,0.0,0.0,0.0
-1.4377,37.4575,0.0,0.0,0.0
-1.4377,39.8741,0.0,0.0,0.0
-1.4377,42.2907,0.0,0.0,0.0
-1.4377,44.7073,0.0,0.0,0.0
-1.4377,47.1239,0.0,0.0,0.0
-1.3312,-47.1239,0.0,0.0,0.0
-1.3312,-44.7073,0.0,0.0,0.0
-1.3312,-42.2907,0.0,0.0,0.0
-1.3312,-39.8741,0.0,0.0,0.0
-1.3312,-37.4575,0.0,0.0,0.0
-1.3312,-35.0408,0.0,0.0,0.0
-1.3312,-32.6242,0.0,0.0,0.0
-1.3312,-30.2076,0.0,0.0,0.0
-1.3312,-27.791,0.0,0.0,0.0
-1.3312,-25.3744,0.0,0.0,0.0
-1.3312,-22.9578,0.0,0.0,0.0
-1.3312,-20.5412,0.0,-4.647673782695081,0.0
-1.3312,-18.1246,-124.65240414512346,-99.29752569304281,-117.39635701890305
-1.3312,-15.708,-825.1762848588559,-820.5060418485726,-832.5925363906094
-1.3312,-13.2914,-975.0964741452004,-980.6271000157208,-980.9703581191186
-1.3312,-10.8747,-1060.404021705051,-1067.5020219908536,-1068.2616110811005
-1.3312,-8.4581,-1092.8064849498087,-1088.8387820355163,-1093.1996443408711
-1.3312,-6.0415,-1094.7731415412204,-1098.8996117449915,-1099.8516222253224
-1.3312,-3.6249,-1057.541459628282,-1058.4307581219305,-1056.8397581704426
-1.3312,-1.2083,-997.6508016898487,-994.1908489353442,-992.6928796547911
-1.3312,1.2083,-897.9476801635991,-890.4152394273751,-870.6763073280644
-1.3312,3.6249,-756.4781746756818,-722.7223445086082,-748.1822736062427
-1.3312,6.0415,-591.6179406490022,-581.4864016139468,-568.8046011047727
-1.3312,8.4581,-451.3237185199758,-451.4440071634104,-443.01838677399576
-1.3312,10.8747,-357.2092171887327,-348.6284178273886,-362.5290288269597
-1.3312,13.2914,-304.9858611663177,-306.17179860891736,-302.86275891816393
-1.3312,15.708,-257.3140463924772,-253.4210566927459,-245.6337291683268
-1.3312,18.1246,-124.08561381608861,-124.74731474371762,-117.10035029881294
-1.3312,20.5412,-6.9696967317421645,-8.891308250561137,-11.923046238625108
-1.3312,22.9578,0.0,0.0,0.0
-1.3312,25.3744,0.0,0.0,0.0
-1.3312,27.791,0.0,0.0,0.0
-1.3312,30.2076,0.0,0.0,0.0
-1.3312,32.6242,0.0,0.0,0.0
-1.3312,35.0408,0.0,0.0,0.0
-1.3312,37.4575,0.0,0.0,0.0
-1.3312,39.8741,0.0,0.0,0.0
-1.3312,42.2907,0.0,0.0,0.0
-1.3312,44.7073,0.0,0.0,0.0
-1.3312,47.1239,0.0,0.0,0.0
-1.2247,-47.1239,0.0,0.0,0.0
-1.2247,-44.7073,0.0,0.0,0.0
-1.2247,-42.2907,0.0,0.0,0.0
-1.2247,-39.8741,0.0,0.0,0.0
-1.2247,-37.4575,0.0,0.0,0.0
-1.2247,-35.0408,0.0,0.0,0.0
-1.2247,-32.6242,0.0,0.0,0.0
-1.2247,-30.2076,0.0,0.0,0.0
-1.2247,-27.791,0.0,0.0,0.0
-1.2247,-25.3744,0.0,0.0,0.0
-1.2247,-22.9578,0.0,0.0,0.0
-1.2247,-20.5412,0.0,0.0,0.0
-1.2247,-18.1246,-33.64799970365834,-22.29130059688702,-12.996925991005142
-1.2247,-15.708,-607.5361772152487,-601.7190103655041,-597.9437616442667
-1.2247,-13.2914,-853.4961988532339,-873.0062308252402,-871.8922430016761
-1.2247,-10.8747,-952.0009835599423,-948.4571055768175,-945.6266198818756
-1.2247,-8.4581,-994.950290058289,-978.9415133533241,-989.0646503571453
-1.2247,-6.0415,-1005.0254581688594,-1010.0742750721854,-1012.4801553827357
-1.2247,-3.6249,-984.5754735713178,-980.4710939287299,-984.4897639189267
-1.2247,-1.2083,-924.1038767215658,-918.0945127353172,-922.9105848237649
-1.2247,1.2083,-801.7433109623898,-804.640170998691,-804.0891149247643
-1.2247,3.6249,-670.8148074583934,-664.3858309118742,-591.8317045510466
-1.2247,6.0415,-507.6807135013021,-511.6971572269591,-473.583517568024
-1.2247,8.4581,-375.9907499352849,-375.55448022885355,-375.4742751825648
-1.2247,10.8747,-304.06822865162934,-294.19851523703846,-305.86144573758554
-1.2247,13.2914,-252.7590317689232,-246.57186525396523,-253.18764058975495
-1.2247,15.708,-197.4728192152158,-189.3046271170723,-194.6588888773748
-1.2247,18.1246,-87.75672544745312,-84.86216711546292,-83.99723555124008
-1.2247,20.5412,-7.391302462748303,0.0,0.0
-1.2247,22.9578,0.0,0.0,0.0
-1.2247,25.3744,0.0,0.0,0.0
-1.2247,27.791,0.0,0.0,0.0
-1.2247,30.2076,0.0,0.0,0.0
-1.2247,32.6242,0.0,0.0,0.0
-1.2247,35.0408,0.0,0.0,0.0
-1.2247,37.4575,0.0,0.0,0.0
-1.2247,39.8741,0.0,0.0,0.0
-1.2247,42.2907,0.0,0.0,0.0
-1.2247,44.7073,0.0,0.0,0.0
-1.2247,47.1239,0.0,0.0,0.0
-1.1182,-47.1239,0.0,0.0,0.0
-1.1182,-44.7073,0.0,0.0,0.0
-1.1182,-42.2907,0.0,0.0,0.0
-1.1182,-39.8741,0.0,0.0,0.0
-1.1182,-37.4575,0.0,0.0,0.0
-1.1182,-35.0408,0.0,0.0,0.0
-1.1182,-32.6242,0.0,0.0,0.0
-1.1182,-30.2076,0.0,0.0,0.0
-1.1182,-27.791,0.0,0.0,0.0
-1.1182,-25.3744,0.0,0.0,0.0
-1.1182,-22.9578,0.0,0.0,0.0
-1.1182,-20.5412,0.0,0.0,0.0
-1.1182,-18.1246,-4.876251111818,-4.417577984033019,-9.922099586901453
-1.1182,-15.708,-274.38915871984426,-262.7711213050061,-291.20679377485993
-1.1182,-13.2914,-751.4469448302552,-750.0250182684173,-745.3673514208049
-1.1182,-10.8747,-822.124557023647,-830.344698120185,-826.6692025501432
-1.1182,-8.4581,-901.5770611298867,-892.3825765121112,-892.4868436134778
-1.1182,-6.0415,-899.8316100941823,-892.2193717308044,-898.1484625265609
-1.1182,-3.6249,-869.0696250505122,-876.3934197741712,-876.6468546502402
-1.1182,-1.2083,-825.6659455585935,-822.3361420778746,-827.1499968186396
-1.1182,1.2083,-735.5680994431642,-731.8412601535249,-729.2366190968066
-1.1182,3.6249,-571.4433336697729,-555.4983283036287,-492.6521016944073
-1.1182,6.0415,-401.22753693043967,-382.9229673388597,-370.34557416880136
-1.1182,8.4581,-315.22595400832813,-311.0419499492813,-315.63734363048854
-1.1182,10.8747,-255.3559504200442,-255.82805751027178,-248.82850327904288
-1.1182,13.2914,-215.45176540257327,-214.16345079396217,-213.56565187347564
-1.1182,15.708,-149.0396301553646,-141.48237535645563,-145.9977237855557
-1.1182,18.1246,-56.163525144589244,-47.74096233906947,-48.63691481797449
-1.1182,20.5412,0.0,0.0,0.0
-1.1182,22.9578,0.0,0.0,0.0
-1.1182,25.3744,0.0,0.0,0.0
-1.1182,27.791,0.0,0.0,0.0
-1.1182,30.2076,0.0,0.0,0.0
-1.1182,32.6242,0.0,0.0,0.0
-1.1182,35.0408,0.0,0.0,0.0
-1.1182,37.4575,0.0,0.0,0.0
-1.1182,39.8741,0.0,0.0,0.0
-1.1182,42.2907,0.0,0.0,0.0
-1.1182,44.7073,0.0,0.0,0.0
-1.1182,47.1239,0.0,0.0,0.0
-1.0117,-47.1239,0.0,0.0,0.0
-1.0117,-44.7073,0.0,0.0,0.0
-1.0117,-42.2907,0.0,0.0,0.0
-1.0117,-39.8741,0.0,0.0,0.0
-1.0117,-37.4575,0.0,0.0,0.0
-1.0117,-35.0408,0.0,0.0,0.0
-1.0117,-32.6242,0.0,0.0,0.0
-1.0117,-30.2076,0.0,0.0,0.0
-1.0117,-27.791,0.0,0.0,0.0
-1.0117,-25.3744,0.0,0.0,0.0
-1.0117,-22.9578,0.0,0.0,0.0
-1.0117,-20.5412,0.0,0.0,0.0
-1.0117,-18.1246,-4.341343278846539,-3.720201511959761,-5.146415525441831
-1.0117,-15.708,-99.14583568038489,-108.77847668180124,-152.786374268587
-1.0117,-13.2914,-552.209060006452,-546.6683312616625,-540.2774377392514
-1.0117,-10.8747,-733.3945562853862,-734.5115452245751,-739.4361056053905
-1.0117,-8.4581,-766.1610956116067,-764.1699268500117,-776.0587835270017
-1.0117,-6.0415,-795.3807815842467,-791.3818944069626,-802.9455671216125
-1.0117,-3.6249,-752.2487438764376,-759.4001329078519,-759.8196767091773
-1.0117,-1.2083,-691.7473055359607,-688.3495645779474,-691.3983131955335
-1.0117,1.2083,-563.5643135490418,-564.6528276697478,-533.1741546577807
-1.0117,3.6249,-454.263163202487,-417.85798147323027,-390.59880260035027
-1.0117,6.0415,-339.6306633399105,-331.62803892844676,-327.05780261753057
-1.0117,8.4581,-269.406824621986,-271.55050055120813,-261.4432801973289
-1.0117,10.8747,-209.01229911626118,-209.87536521914177,-209.36454522497883
-1.0117,13.2914,-176.00154080457207,-165.5947272300328,-172.96042519575062
-1.0117,15.708,-109.0217766839189,-101.44908079284428,-108.50159930422515
-1.0117,18.1246,-18.71488187367995,-16.422569514394098,-15.678706299643014
-1.0117,20.5412,0.0,0.0,0.0
-1.0117,22.9578,0.0,0.0,0.0
-1.0117,25.3744,0.0,0.0,0.0
-1.0117,27.791,0.0,0.0,0.0
-1.0117,30.2076,0.0,0.0,0.0
-1.0117,32.6242,0.0,0.0,0.0
-1.0117,35.0408,0.0,0.0,0.0
-1.0117,37.4575,0.0,0.0,0.0
-1.0117,39.8741,0.0,0.0,0.0
-1.0117,42.2907,0.0,0.0,0.0
-1.0117,44.7073,0.0,0.0,0.0
-1.0117,47.1239,0.0,0.0,0.0
-0.9052,-47.1239,0.0,0.0,0.0
-0.9052,-44.7073,0.0,0.0,0.0
-0.9052,-42.2907,0.0,0.0,0.0
-0.9052,-39.8741,0.0,0.0,0.0
-0.9052,-37.4575,0.0,0.0,0.0
-0.9052,-35.0408,0.0,0.0,0.0
-0.9052,-32.6242,0.0,0.0,0.0
-0.9052,-30.2076,0.0,0.0,0.0
-0.9052,-27.791,0.0,0.0,0.0
-0.9052,-25.3744,0.0,0.0,0.0
-0.9052,-22.9578,0.0,0.0,0.0
-0.9052,-20.5412,0.0,0.0,0.0
-0.9052,-18.1246,-4.258006787914609,0.0,0.0
-0.9052,-15.708,-30.288367631211006,-34.877707055596325,-37.89134687818566
-0.9052,-13.2914,-322.74220949968935,-321.4783490282568,-327.8191583061286
-0.9052,-10.8747,-632.1065564576454,-627.2017449044005,-624.4390437550859
-0.9052,-8.4581,-667.1723959398801,-662.6724941677217,-669.4458418788064
-0.9052,-6.0415,-695.0973439050221,-689.0978569123931,-692.4748231420111
-0.9052,-3.6249,-660.7140180548831,-658.0601104995509,-662.612985132874
-0.9052,-1.2083,-599.8399781224814,-593.1692773014892,-593.9187858345239
-0.9052,1.2083,-492.28532225600475,-494.5660109287158,-470.7759570112863
-0.9052,3.6249,-367.9407714894121,-353.8238503491225,-329.9914218549982
-0.9052,6.0415,-275.7625324922421,-262.91441134838857,-253.81988095158758
-0.9052,8.4581,-210.51147667318216,-199.52614864608756,-197.22491843289305
-0.9052,10.8747,-182.40873360154188,-179.76654488554902,-181.74932629731964
-0.9052,13.2914,-133.25501078662364,-129.41481510509348,-131.87672005474982
-0.9052,15.708,-60.28613956337475,-51.833260573079514,-50.180161296130116
-0.9052,18.1246,-7.462470676845713,-4.438329984780448,-8.220010348221122
-0.9052,20.5412,0.0,0.0,0.0
-0.9052,22.9578,0.0,0.0,0.0
-0.9052,25.3744,0.0,0.0,0.0
-0.9052,27.791,0.0,0.0,0.0
-0.9052,30.2076,0.0,0.0,0.0
-0.9052,32.6242,0.0,0.0,0.0
-0.9052,35.0408,0.0,0.0,0.0
-0.9052,37.4575,0.0,0.0,0.0
-0.9052,39.8741,0.0,0.0,0.0
-0.9052,42.2907,0.0,0.0,0.0
-0.9052,44.7073,0.0,0.0,0.0
-0.9052,47.1239,0.0,0.0,0.0
-0.7987,-47.1239,0.0,0.0,0.0
-0.7987,-44.7073,0.0,0.0,0.0
-0.7987,-42.2907,0.0,0.0,0.0
-0.7987,-39.8741,0.0,0.0,0.0
-0.7987,-37.4575,0.0,0.0,0.0
-0.7987,-35.0408,0.0,0.0,0.0
-0.7987,-32.6242,0.0,0.0,0.0
